id,listing_url,scrape_id,last_searched,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,region_id,region_name,region_parent_id,region_parent_name,region_parent_parent_id,region_parent_parent_name,reviews_per_month
23359200,https://www.airbnb.com/rooms/23359200,2.02101E+13,24/1/2021,29/1/2021,"Kitty's Air BnB, Egyptian Room .","G'day travellers and business professionals. Kitty's is waiting to host you.<br />Kittys is a 5 minute walk to the harbour and shops. Each secured room has its own private ensuite, smart TV , WiFi, air conditioner and outside private area to sit if you desire. There is a shared kitchenette and Lounge with microwave and large fridge.All tourist bookings can be make at the Tourist Information centre. Local restaurants and 3 clubs are close by.<br /><br /><b>The space</b><br />Each room has two entrances and locks (with keys) for your privacy and convenience.<br /><br /><b>Guest access</b><br />Laundry, washing machine, clothes line, iron and ironing board.<br /><br /><b>Other things to note</b><br />*Use of minimal alcohol.<br />*Respect for others .<br />*Treat Kittys as you would care for your own home.",A friendly neighborhood with easy access to all amenities and harbour.,https://a0.muscache.com/pictures/dc196244-a7e1-4074-a34f-5754ef6f2e90.jpg,156194922,https://www.airbnb.com/users/show/156194922,Laurel,25/10/2017,"Nelson Bay, New South Wales, Australia",First time at hosting. We have loved traveling and loved meeting the locals so now it's time for us to reverse the situation.,within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/6e9583bd-28f5-4720-952f-7a059b186e05.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6e9583bd-28f5-4720-952f-7a059b186e05.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Nelson Bay, New South Wales, Australia",-32.72086,152.15154,Private room in bed and breakfast,Private room,2,,1 private bath,1,1,"[""Body soap"", ""Cleaning before checkout"", ""Dishwasher"", ""Shampoo"", ""Dryer"", ""Washer"", ""Dishes and silverware"", ""Breakfast"", ""Microwave"", ""Air conditioning"", ""Portable fans"", ""Clothing storage"", ""Mini fridge"", ""Hot water"", ""Barbecue utensils"", ""Essentials"", ""Pack \u2019n Play/travel crib"", ""Bed linens"", ""Private entrance"", ""Cable TV"", ""Children\u2019s dinnerware"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""Garden or backyard"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Iron"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hair dryer"", ""First aid kit"", ""BBQ grill"", ""Single level home"", ""Ceiling fan"", ""Pour-over coffee"", ""Cooking basics"", ""Free street parking"", ""Coffee maker"", ""Smoke alarm"", ""Conditioner"", ""Host greets you"", ""Freezer"", ""TV"", ""Heating"", ""Patio or balcony""]",$159.00,1,4,1,1,4,4,1,4,,t,27,57,87,87,29/1/2021,38,19,1,9/6/2018,11/1/2021,98,10,10,10,10,10,10,,,f,4,0,4,0,16400,Port Stephens ,1,New South Wales,,,1.18
38076062,https://www.airbnb.com/rooms/38076062,2.02101E+13,24/1/2021,2/2/2021,Blue Fish - 41 Boulder Bay Road,"""Blue Fish"" is a 4 bedroom, 1 bathroom property (with 2nd toilet) and is only 400m or a 6 minute walk to the famous Fingal Bay Beach. <br /><br />Features include Free Wifi, Boat Parking, Smart TV's, air conditioning and a Nespresso Coffee Pod machine.  An open plan living area with floorboards, comfortable lounge suite, DVD player, a solid timber dining table seating up to 8 guests and a stylish, fully equipped kitchen with dishwasher.<br /><br />The master bedroom includes a Queen Size bed, the second bedroom a Double Bed, the third and fourth bedroom contain two single beds each.  There is a light filled tiled sunroom adjacent to the ktichen, ideal for relaxing with a good book, a fully equipped laundry with washer and dryer (and 2nd toilet), a single garage plus a single carport space and 2 driveway spaces - ideal for your boat.  This home is complete with a child and pet friendly fully fenced rear yard with plenty of grass and a covered entertainment gazebo with outdoor setting an",,https://a0.muscache.com/pictures/857a6ad8-0a8c-45da-8310-39b14089f32e.jpg,146257605,https://www.airbnb.com/users/show/146257605,Bay Holidays,16/8/2017,"Nelson Bay, New South Wales, Australia",,within an hour,98%,100%,f,https://a0.muscache.com/im/pictures/user/9550ea4f-8d92-48cd-b8ad-8887cddf6ca2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9550ea4f-8d92-48cd-b8ad-8887cddf6ca2.jpg?aki_policy=profile_x_medium,,30,30,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,-32.75208,152.16613,Entire house,Entire home/apt,8,,1 bath,4,6,"[""TV"", ""Stove"", ""Oven"", ""Coffee maker"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Dryer"", ""Patio or balcony"", ""Dishwasher"", ""Cooking basics"", ""Microwave"", ""BBQ grill""]",$634.00,1,1125,1,4,2,1125,2.2,297.7,,t,28,51,74,295,2/2/2021,5,3,1,7/10/2019,15/1/2021,72,9,8,10,9,10,8,,,t,49,49,0,0,16400,Port Stephens ,1,New South Wales,,,0.31
15207118,https://www.airbnb.com/rooms/15207118,2.02101E+13,23/1/2021,2/2/2021,Accom on Admiral,"Our place is close to parks, great views, restaurants  dining, and the beach. You’ll love our place because of the comfy bed ,  your own separate entrance  , quiet surrounds, garden setting, closed fenced yard for your dog..Tea and coffee facilities continental breakfast  and a fridge to keep the beer cold.. somewhere to sit for a nice Red if you like..We can arrange a mattress or 2 if you really need to bring the kids   .. Our place is great for mainly couples, solo adventurers, business travelers, and furry friends (pets).<br /><br /><b>The space</b><br />The room is completely separate from our house with no common walls with your own private entrance ..Your own queen size bed fitted with very comfortable Egyptian cotton sheets. Your own en suite with all shampoo conditioner soaps  incl hair dryer provided. large fluffy towels hand towel and face washers included.. We have also provided 2 beach towels if you want to lie on the beach.  If its raining there are board games for you to ",Our home is in a very quiet cul-de-sac so there is very little road noise. Our house backs onto the mambo wetlands with a footpath that will take you down to the bay for a walk along the foreshore..,https://a0.muscache.com/pictures/53394a19-a576-43b0-9cad-c8a4e9f56052.jpg,26270042,https://www.airbnb.com/users/show/26270042,Natalie,17/1/2015,"Salamander Bay, New South Wales, Australia",We are a friendly non smoking family with 2 children aged 18 and 15 yrs  and 3 chooks.. ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/5910c87a-b7f1-4e31-a57b-6d57e8b4b58c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5910c87a-b7f1-4e31-a57b-6d57e8b4b58c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,"Salamander Bay, New South Wales, Australia",-32.73438,152.08938,Private room in guesthouse,Private room,2,,1 private bath,1,1,"[""TV"", ""Garden or backyard"", ""Lock on bedroom door"", ""Iron"", ""Hot water"", ""Luggage dropoff allowed"", ""Private entrance"", ""Essentials"", ""Breakfast"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Heating"", ""Bed linens"", ""Smoke alarm"", ""Free parking on premises"", ""First aid kit"", ""Dedicated workspace"", ""Shampoo"", ""Dishes and silverware"", ""Patio or balcony"", ""Lockbox"", ""Fire extinguisher"", ""Wifi"", ""Refrigerator""]",$110.00,1,15,1,1,15,15,1,15,,t,15,37,61,147,2/2/2021,261,37,4,13/10/2016,25/1/2021,98,10,10,10,10,10,10,,,t,1,0,1,0,16400,Port Stephens ,1,New South Wales,,,4.97
40043325,https://www.airbnb.com/rooms/40043325,2.02101E+13,24/1/2021,28/1/2021,"Shoal Bay Beach Apartments, 18/2 Shoal Bay Road - fantastic air conditioned unit with a pool & lift","Located directly between Little Beach and Shoal Bay Beach is where you will find Shoal Bay Beach Club Apartments, unit 18 is located on the second floor and has the convenience of a lift, so forget about having to deal with stairs when taking your luggage<br /><br /><b>The space</b><br />The complex offers a beautiful inground pool so when you come back from your day at the beach you can cool down and take a dip. Shoal Bay Beach is literally at the end of the street, renowned for the famous white sands, perfect water conditions for swimming or if youre after a bit of sports then kayaking, fishing or surfing is all at your fingertips. <br /><br />The unit features two-bedrooms with an air-conditioned open plan living room/ dining and fully equipped kitchen with a dishwasher and complete cooking facilities. The living area opens out onto the spacious balcony which provides outdoor alfresco dining and a gas BBQ. The south easterly breezes will flow through the unit and keep you very comfo",,https://a0.muscache.com/pictures/3acea2f5-c84a-498c-a913-cc3fe0a3cead.jpg,180069464,https://www.airbnb.com/users/show/180069464,O'Meara Property,23/3/2018,"Nelson Bay, New South Wales, Australia","The very friendly property management team at O'Meara Property Nelson Bay aim to make your holiday as easy and enjoyable as possible. O’Meara Property is located prominently right in the heart of Nelson Bay and open Monday to Saturday 9am to 5pm.  Guests collect keys for the property they are staying at from our front reception, if collection is after hours we have a collection box at our office which the guest will receive access details and codes.",within an hour,72%,96%,f,https://a0.muscache.com/im/pictures/user/f5f10ee2-1f09-405b-a571-e65246143853.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5f10ee2-1f09-405b-a571-e65246143853.jpg?aki_policy=profile_x_medium,,282,282,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",t,t,,-32.71806,152.16409,Entire apartment,Entire home/apt,4,,2 baths,2,3,"[""Free parking on premises"", ""Cooking basics"", ""Long term stays allowed"", ""Dishwasher"", ""Iron"", ""Washer"", ""Dryer"", ""Kitchen"", ""Air conditioning"", ""Oven"", ""Host greets you"", ""BBQ grill"", ""Refrigerator"", ""Stove"", ""TV"", ""Heating"", ""Patio or balcony""]",$408.00,2,56,2,5,1,56,2.2,27.2,,t,12,42,72,347,28/1/2021,0,0,0,,,,,,,,,,,,t,274,274,0,0,16400,Port Stephens ,1,New South Wales,,,
25585386,https://www.airbnb.com/rooms/25585386,2.02101E+13,24/1/2021,29/1/2021,Sun Shine in Paradise,"Enjoy the fabulous water views from this quiet private and sunny balcony facing north east across the water.  Only a 5 minute walk to Nelson Bay Marina, the beach, shops, restaurants and cafes. Nelson Bay is famous for its natural beauty and the pristine waters. Dolphin and whale watching tours are a major attraction.  There are wonderful walking and cycling pathways along the foreshore for you to discover.<br /><br /><b>The space</b><br />The apartment is located at the rear of the building off the main road.<br />Lovely manicured gardens and lawns surround the modern inground pool.<br />There are two secure underground car parks accessed by a small flight of stairs.<br /><br /><b>Guest access</b><br />Two easy flights to the apartment<br />At the rear of the complex there is a lane way that leads to the Marina and the beach.<br />Also a beautiful grassy hill which is perfect for a picnic and watching the sunset over the Bay<br /><br /><b>Other things to note</b><br />Beds are made, a",The spectacular beaches along the bays foreshore and including the surf beaches are only a short drive away. <br />Nelson Bay Golf Club and Horizons Golf Club both have restaurants overlooking the course.  <br />Salamander Shopping Centre is also just a short drive away.  Newcastle City is under and hours drive as is the Airport.,https://a0.muscache.com/pictures/51d5edd7-a78f-4d19-9864-85a37e8ed3e0.jpg,192935387,https://www.airbnb.com/users/show/192935387,Warren,1/6/2018,Australia,"Hi, my name is Warren Taylor married to Gisela.  We are a retired couple living in beautiful Port Stephens.   Looking forward to sharing this popular tourist destination with you.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f28ef450-b7e3-4d86-87f8-429514797540.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f28ef450-b7e3-4d86-87f8-429514797540.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Nelson Bay, New South Wales, Australia",-32.71886,152.15155,Entire apartment,Entire home/apt,4,,1.5 baths,2,3,"[""Dishwasher"", ""Dryer"", ""Washer"", ""Dishes and silverware"", ""Pool"", ""Breakfast"", ""Microwave"", ""Hot water"", ""Essentials"", ""Bed linens"", ""Refrigerator"", ""Stove"", ""Hangers"", ""Free parking on premises"", ""Kitchen"", ""Extra pillows and blankets"", ""Oven"", ""Hair dryer"", ""Cooking basics"", ""Free street parking"", ""Smoke alarm"", ""Host greets you"", ""TV"", ""Heating"", ""Patio or balcony""]",$196.00,2,14,2,2,14,14,2,14,,t,0,0,0,0,29/1/2021,62,24,0,11/6/2018,22/12/2020,96,10,10,10,10,10,9,,,t,1,1,0,0,16400,Port Stephens ,1,New South Wales,,,1.93
28521305,https://www.airbnb.com/rooms/28521305,2.02101E+13,,26/1/2021,Saltwater Curls Anna Bay Coastal Retreat with Views,"Want to get away from rush of the big cities and bustling holiday centre of Nelson Bay but still experience the magic the New South Wales Port Stephens region?<br /><br /><b>The space</b><br />Saltwater Curls at Anna Bay is the perfect location for you. Boasting an unbeatable outdoor dining setting on the balcony, overlooking the native bush at Birubi Point leading toward the expansive Pacific Ocean, this creates a perfect dinner spot to families and groups of friends alike.<br /><br />The balcony leads straight into the main living space, which is filled with natural light, and then into the fully equipped kitchen. This 3 part space is a magnet for good times and great memories.<br /><br />A fully secured, underground carpark is at your disposal and has massive ceiling spaces to fit the 4WD in after a long day on the dunes.<br /><br />Just a hop, skip and jump to Nelson Bay for shopping, restaurants and experiences such as sand dune surfing and snorkeling in the marine reserve.<br /><",A quiet seaside pocket of Port Stephens where all worries wash away,https://a0.muscache.com/pictures/3f87a6c7-9b82-463d-9698-78ca39bce497.jpg,31180676,https://www.airbnb.com/users/show/31180676,Weekenda,13/4/2015,New South Wales,Our business Weekenda looks after a bunch (150) of fantastic properties located within 2-2.5 hours drive of Sydney. ,within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/c686f5e8-aaea-41a5-b25c-a5899cb3733d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c686f5e8-aaea-41a5-b25c-a5899cb3733d.jpg?aki_policy=profile_x_medium,,128,128,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Anna Bay, New South Wales, Australia",-32.78497,152.08132,Entire townhouse,Entire home/apt,7,,2 baths,3,5,"[""BBQ grill"", ""Iron"", ""Essentials"", ""Dryer"", ""Lockbox"", ""Bed linens"", ""Oven"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""Cable TV"", ""Fire extinguisher"", ""Heating"", ""Refrigerator"", ""Microwave"", ""Washer"", ""Bathtub"", ""Free parking on premises"", ""Dishwasher"", ""Smoke alarm"", ""Coffee maker"", ""Long term stays allowed"", ""Air conditioning"", ""Hair dryer"", ""Patio or balcony"", ""Free street parking"", ""TV"", ""Kitchen""]",$290.00,1,90,1,4,1,90,1.3,27.3,,t,0,0,0,0,26/1/2021,12,3,0,20/11/2018,29/2/2020,92,10,9,9,10,10,9,,,t,129,123,6,0,16400,Port Stephens ,1,New South Wales,,,0.45
36240838,https://www.airbnb.com/rooms/36240838,2.02101E+13,24/1/2021,29/1/2021,"3 'Collendina', 19 Kurrawa Close - position and water views - WOW","Fantastic two bedroom unit with fabulous water views located directly across ...<br /><br /><b>The space</b><br />Fully equipped two bedroom unit with spectacular views across Little Beach.<br /><br />There is plenty of off street parking where you can fit the boat as well.  The boat ramp is directly across the road making this very easy. The kids play area, fantastic communal BBQ areas and take away shop for the nights that you don't feel like cooking are all directly at your finger tips.  What a way to start your day with a casual 10 minute walk up and around fly point waterfront into the heart of Nelson Bay. <br /><br />The living area and main bedroom have ceiling fans and the beautiful sea breeze just flow straight throughout the entire unit.<br /><br />Sheets and towels are not provided at the property, you have the option to either hire or bring these with you, no pets and no party policy in place.  <br /><br />Bedroom 1 - Queen Bed + Ceiling Fan<br /><br />Bedroom 2 - Single Be","Port Stephens is an easy 2.5 hours from Sydney, with its 26 beautiful beaches, the largest stunning sand dunes in the southern hemisphere, Great Lakes Marine Park and a National Park encompassing 42,000 hectares of Worimi Conservation Lands with fantastic coastal walks.  If you love seafood you'll love the locally caught prawns, crabs and lobsters and freshly shucked oysters harvested from the sparkling blue estuary. An array of restaurants with spectacular views and waterside dining are available or a sunset dinner cruise or picnic at the beach might be more enticing.  So many activities to do  - Diving, fishing, Dolphin and Whale watching, Camel & Horse riding on the beach, boat hire, 4WD and quadbike sand dune rides, Golf, Health & Wellbeing and shopping are to just name a few.",https://a0.muscache.com/pictures/bf6299c6-b580-4eed-b217-f173c59e0266.jpg,180069464,https://www.airbnb.com/users/show/180069464,O'Meara Property,23/3/2018,"Nelson Bay, New South Wales, Australia","The very friendly property management team at O'Meara Property Nelson Bay aim to make your holiday as easy and enjoyable as possible. O’Meara Property is located prominently right in the heart of Nelson Bay and open Monday to Saturday 9am to 5pm.  Guests collect keys for the property they are staying at from our front reception, if collection is after hours we have a collection box at our office which the guest will receive access details and codes.",within an hour,72%,96%,f,https://a0.muscache.com/im/pictures/user/f5f10ee2-1f09-405b-a571-e65246143853.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5f10ee2-1f09-405b-a571-e65246143853.jpg?aki_policy=profile_x_medium,,282,282,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",t,t,"Nelson Bay, New South Wales, Australia",-32.71424,152.15818,Entire apartment,Entire home/apt,5,,1 bath,2,3,"[""Hot water"", ""Cooking basics"", ""Long term stays allowed"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Smoke alarm"", ""Oven"", ""BBQ grill"", ""Refrigerator"", ""Stove"", ""TV"", ""Bathtub"", ""Patio or balcony""]",$383.00,2,56,2,5,1,56,2.3,27.2,,t,9,28,58,326,29/1/2021,0,0,0,,,,,,,,,,,,t,274,274,0,0,16400,Port Stephens ,1,New South Wales,,,
9283365,https://www.airbnb.com/rooms/9283365,2.02101E+13,24/1/2021,28/1/2021,2Bed Garden Apartment in Coogee,"Our private garden apartment is really close to Coogee Beach and is steps away from shops and cafes, it has two large bedrooms and a wonderfully peaceful garden. Suitable for couples or families.<br /><br />Parties or gatherings are not allowed.<br /><br /><b>The space</b><br />This completely private two bedroom garden apartment is peacefully secluded and only 5 mins walk to the beach, accommodates up to 6 adults.<br /><br />The private apartment has two big bedrooms:<br /><br />One with king size bed;<br />One with two bunk beds.<br /><br />The Features:<br /><br />2 x Bedrooms<br />1 x Bathroom<br /><br />Garden with outdoor sitting and bbq<br />Outdoor shower<br />Fully equipped kitchen<br />Internal laundry with washing machine and dryer<br /><br />Free WIFI<br /><br />PARKING - Please note that apartment doesn’t private parking, street parking is available up to 2hrs during the day right infront of the house and unlimited 2-5mins walk few streets away.<br /><br /><b>Guest access<","Coogee is a beautiful beachside suburb only 12km away from the city.<br /><br />It has a patrolled beach, ocean pools, parks, electric bbqs, picnic areas, kid playgrounds, coastal walks, tennis, supermarket, banks, cafes, pubs, bars, restaurants all steps away.",https://a0.muscache.com/pictures/fa85d356-434d-4c42-8fcc-b8846035dfcd.jpg,10395937,https://www.airbnb.com/users/show/10395937,Frank,2/12/2013,"Sydney, New South Wales, Australia","We are a multi-cultural family that love traveling, the beach and the outdoors.

I'm a lucky Cuban that made it to this lovely part of the World over 14 years ago. I love the lifestyle we get in Sydney, and Coogee in particular.

My wife, originally from Czech Rep, loves nature and works near by as a GP.

We recently returned from our family trip to the Dalmatian coast where we have stayed in a number of airbnb apartments whilst travelling. We had a great time.",within an hour,100%,95%,t,https://a0.muscache.com/im/users/10395937/profile_pic/1442074672/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10395937/profile_pic/1442074672/original.jpg?aki_policy=profile_x_medium,Coogee,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Coogee, New South Wales, Australia",-33.92134,151.25527,Entire apartment,Entire home/apt,6,,1 bath,2,5,"[""Carbon monoxide alarm"", ""Shampoo"", ""Dryer"", ""Washer"", ""Dishes and silverware"", ""Microwave"", ""Hot water"", ""Barbecue utensils"", ""High chair"", ""Essentials"", ""Smart lock"", ""Long term stays allowed"", ""Pack \u2019n Play/travel crib"", ""Bed linens"", ""Private entrance"", ""Children\u2019s dinnerware"", ""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Hangers"", ""Garden or backyard"", ""Iron"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bathtub"", ""BBQ grill"", ""Babysitter recommendations"", ""Heating"", ""Paid parking off premises"", ""Cooking basics"", ""Free street parking"", ""Coffee maker"", ""Smoke alarm"", ""TV"", ""Fire extinguisher"", ""Patio or balcony""]",$138.00,2,1125,1,6,1125,1125,2.7,1125,,t,4,12,26,219,28/1/2021,182,30,3,1/12/2015,25/1/2021,95,10,9,10,10,10,10,,,f,2,2,0,0,16550,Randwick ,1,New South Wales,,,2.9
38078843,https://www.airbnb.com/rooms/38078843,2.02101E+13,,26/1/2021,The Nest At Fingal Bay,"A little piece of paradise right near the beach. One of the most Tasteful, classy and comfortable family beach Nests in Fingal bay, accross the road from the surf, sun and sand.<br /><br /><b>The space</b><br />A little piece of paradise right near the beach. One of the most Tasteful, classy and comfortable family beach Nests in Fingal bay, across the road from the surf, sun and sand.<br /><br />A little piece of paradise right near the beach. One of the most Tasteful, classy and comfortable family beach Nests in Fingal bay, across the road from the surf, sun and sand.<br /><br />Brand new to our holiday property portfolio, 'The Nest at Fingal bay' is conveniently positioned  within  footsteps away (across the road) from the infamous Fingal Bay Beach. A relaxed coastal, and tastefully decorated property, open plan, and fully renovated, apartment awaits your perfect family getaway. <br /><br />You will not be disappointed with what this property has to offer. Sit on the balcony on a sum",,https://a0.muscache.com/pictures/299e6d7b-429b-4507-8804-3fe42eccc5bf.jpg,146411133,https://www.airbnb.com/users/show/146411133,Holidays By The Bay,17/8/2017,"New South Wales, Australia","We are a small holiday management team located in Port Stephens NSW. We specialise in holiday property management. We are an arm of Bill Knaggs Real Estate, however we solely specialise in providing quality properties and focus on a personal and intimate relationship with our guest to ensure they have a memorable stay.
Our team has over 20 years experience between us, we are friendly approachable and will treat every guest with respect. Come and say hi and be greeted with a friendly smile every time!",within a few hours,87%,96%,f,https://a0.muscache.com/im/pictures/user/812652f7-f8fb-4251-8542-f43229e68d4c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/812652f7-f8fb-4251-8542-f43229e68d4c.jpg?aki_policy=profile_x_medium,,97,97,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,-32.74133,152.17046,Entire townhouse,Entire home/apt,8,,2 baths,3,6,"[""BBQ grill"", ""Essentials"", ""Lockbox"", ""Hot water"", ""Oven"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Hangers"", ""Microwave"", ""Stove"", ""Washer"", ""Dishwasher"", ""Outlet covers"", ""Smoke alarm"", ""Coffee maker"", ""Long term stays allowed"", ""Patio or balcony"", ""TV"", ""Kitchen""]",$268.00,2,90,2,3,1,90,2.2,27.3,,t,14,39,57,293,26/1/2021,26,18,0,7/10/2019,4/12/2020,82,8,8,9,9,9,9,,,t,97,97,0,0,16400,Port Stephens ,1,New South Wales,,,1.63
27836019,https://www.airbnb.com/rooms/27836019,2.02101E+13,24/1/2021,2/2/2021,Modern 2 bedroom apartment in Kensington,"Amazing 2 bedroom apartment in excellent location. Only moments away from Sydney CBD, close local shops, cafe & restaurant and a min from public transport. This the perfect place to make home away from home while your in Sydney.<br /><br />Quiet and styled to perfection you will love this home as soon as you walk through the doors.",,https://a0.muscache.com/pictures/f47fb4b1-ed75-4a41-8c37-7fc53a83c82a.jpg,210206261,https://www.airbnb.com/users/show/210206261,Bless,17/8/2018,AU,"Successfully operating for 15 years. Bless Real Estate is the leading real estate
agency in Sydney, offering best service for leasing property management, off-plan sales, resale property and private treaty sales that had gained high reputation among the clients. 
Now we start expanding our service for Air B n B and short term management services. Our vision is to promise deliver best service, which feel like beautique real estate without price tag. 
",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/77946ca0-46ff-486a-91f7-298ad7346aca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/77946ca0-46ff-486a-91f7-298ad7346aca.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,f,,-33.9107,151.21871,Entire apartment,Entire home/apt,4,,2 baths,2,2,"[""TV"", ""Elevator"", ""Kitchen"", ""Free street parking"", ""Hangers"", ""Air conditioning"", ""Long term stays allowed"", ""Washer"", ""Smoke alarm"", ""Dryer"", ""Fire extinguisher"", ""Shampoo"", ""Hot water"", ""Essentials""]",$175.00,2,1125,2,2,1125,1125,2,1125,,t,30,60,90,90,2/2/2021,2,0,0,1/10/2018,19/10/2018,40,6,10,4,2,10,4,,,f,1,1,0,0,16550,Randwick ,1,New South Wales,,,0.07
42122851,https://www.airbnb.com/rooms/42122851,2.02101E+13,24/1/2021,2/2/2021,Bayview House & Cottage at Sunset Beach,"This delightful property at Soldiers Point overlooks the stunning waterfront of Sunset Beach, Soldiers Point Marina and Pearson Park. Enjoy spectacular sunsets relaxing on the verandah in the ocean breeze. With direct beach access you can reel in a fish or two right at your doorstep. Stroll along the waterfront and keep an eye out for koalas in the magnificent gum trees, the kids will love the playground or a friendly game of cricket in the park.<br /><br /><b>The space</b><br />The House can sleep up to 6 people and the Cottage sleeps up to 4, making it perfect for a getaway with the extended family. The House and Cottage are easily accessed by an external staircase leading from the House down to the Cottage or via the walkway in front of the House. There is room to park the boat or jet ski as well and the boat ramp is just a few minutes away.","Just 2.5 hours north of Sydney, Bayview House & Cottage is a great base to explore beautiful Port Stephens. Close to glorious beaches, calm bays, whale and dolphin watching cruises, sand dune adventures, camel rides, golf courses, restaurants, cafes, walking trails and more, it's the perfect location for a relaxing holiday.",https://a0.muscache.com/pictures/2067ca5c-502f-45ce-a5c5-697f094e304f.jpg,334172008,https://www.airbnb.com/users/show/334172008,Sonia,6/2/2020,AU,,within a day,100%,89%,t,https://a0.muscache.com/im/pictures/user/abf0299c-f081-499f-9a5c-efb5b2833868.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/abf0299c-f081-499f-9a5c-efb5b2833868.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,"Soldiers Point, New South Wales, Australia",-32.708,152.06274,Entire house,Entire home/apt,10,,4 baths,5,7,"[""TV"", ""Beachfront"", ""Long term stays allowed"", ""Iron"", ""Dryer"", ""Hot water"", ""Private entrance"", ""Oven"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Essentials"", ""Stove"", ""Free street parking"", ""Hangers"", ""Air conditioning"", ""Heating"", ""Smoke alarm"", ""Free parking on premises"", ""Dishwasher"", ""Microwave"", ""Shampoo"", ""Dishes and silverware"", ""Patio or balcony"", ""Lockbox"", ""Refrigerator""]",$750.00,2,1125,2,7,99,99,3.2,99,,t,19,34,62,109,2/2/2021,22,22,1,8/6/2020,22/1/2021,100,10,10,10,10,10,9,,,f,1,1,0,0,16400,Port Stephens ,1,New South Wales,,,2.75
